region,total_suspects_2018,foreign_suspects_2018,f_crime_2018,total_suspects_2017,foreign_suspects_2017,f_crime_2017,total_suspects_2016,foreign_suspects_2016,f_crime_2016,total_suspects_2015,foreign_suspects_2015,f_crime_2015,total_suspects_2014,foreign_suspects_2014,f_crime_2014,total_suspects_2013,foreign_suspects_2013,f_crime_2013,total_suspects_2012,foreign_suspects_2012,f_crime_2012
7319.0,180,74,41.1,189,85,45.0,171.0,66.0,38.6,189.0,74.0,39.2,155.0,50.0,32.3,168.0,43.0,25.6,187.0,67.0,35.8
7320.0,85,21,24.7,90,23,25.6,62.0,23.0,37.1,60.0,25.0,41.7,78.0,12.0,15.4,65.0,13.0,20.0,55.0,14.0,25.5
7331.0,114,47,41.2,99,34,34.3,143.0,72.0,50.3,130.0,39.0,30.0,116.0,27.0,23.3,117.0,32.0,27.4,135.0,25.0,18.5
7332.0,216,58,26.9,206,58,28.2,176.0,67.0,38.1,198.0,64.0,32.3,198.0,50.0,25.3,238.0,53.0,22.3,174.0,35.0,20.1
7333.0,100,23,23.0,123,25,20.3,117.0,33.0,28.2,120.0,21.0,17.5,113.0,24.0,21.2,89.0,25.0,28.1,113.0,13.0,11.5
7334.0,192,67,34.9,267,89,33.3,217.0,76.0,35.0,187.0,70.0,37.4,239.0,71.0,29.7,255.0,110.0,43.1,287.0,82.0,28.6
7335.0,135,45,33.3,160,49,30.6,135.0,37.0,27.4,118.0,28.0,23.7,152.0,44.0,28.9,112.0,31.0,27.7,150.0,31.0,20.7
7336.0,87,32,36.8,63,12,19.0,74.0,20.0,27.0,97.0,31.0,32.0,128.0,34.0,26.6,81.0,17.0,21.0,69.0,7.0,10.1
7337.0,160,52,32.5,168,52,31.0,138.0,36.0,26.1,136.0,32.0,23.5,129.0,19.0,14.7,143.0,36.0,25.2,149.0,21.0,14.1
7338.0,224,85,37.9,232,76,32.8,231.0,85.0,36.8,203.0,75.0,36.9,235.0,80.0,34.0,201.0,62.0,30.8,223.0,55.0,24.7
7339.0,224,63,28.1,235,90,38.3,226.0,89.0,39.4,239.0,72.0,30.1,216.0,51.0,23.6,251.0,71.0,28.3,229.0,56.0,24.5
7340.0,60,11,18.3,96,28,29.2,94.0,26.0,27.7,79.0,13.0,16.5,77.0,14.0,18.2,85.0,12.0,14.1,48.0,15.0,31.3
8111.0,1466,780,53.2,1563,872,55.8,1754.0,904.0,51.5,1718.0,832.0,48.4,1642.0,753.0,45.9,1579.0,733.0,46.4,1717.0,715.0,41.6
8115.0,409,211,51.6,414,207,50.0,451.0,215.0,47.7,438.0,223.0,50.9,419.0,200.0,47.7,388.0,168.0,43.3,416.0,182.0,43.8
8116.0,556,302,54.3,675,278,41.2,583.0,312.0,53.5,466.0,237.0,50.9,555.0,287.0,51.7,539.0,225.0,41.7,565.0,233.0,41.2
8117.0,222,77,34.7,213,97,45.5,218.0,85.0,39.0,217.0,79.0,36.4,195.0,84.0,43.1,281.0,98.0,34.9,267.0,97.0,36.3
8118.0,612,288,47.1,530,265,50.0,627.0,311.0,49.6,577.0,292.0,50.6,557.0,246.0,44.2,548.0,228.0,41.6,611.0,269.0,44.0
8119.0,440,190,43.2,461,211,45.8,477.0,220.0,46.1,554.0,259.0,46.8,476.0,217.0,45.6,426.0,192.0,45.1,508.0,193.0,38.0
8121.0,217,115,53.0,181,92,50.8,197.0,109.0,55.3,182.0,103.0,56.6,175.0,78.0,44.6,199.0,98.0,49.2,185.0,68.0,36.8
8125.0,228,111,48.7,213,99,46.5,223.0,122.0,54.7,250.0,96.0,38.4,226.0,68.0,30.1,204.0,77.0,37.7,235.0,83.0,35.3
8126.0,91,31,34.1,98,36,36.7,80.0,29.0,36.3,103.0,35.0,34.0,111.0,47.0,42.3,77.0,32.0,41.6,108.0,28.0,25.9
8127.0,138,44,31.9,119,43,36.1,157.0,51.0,32.5,194.0,62.0,32.0,167.0,59.0,35.3,212.0,59.0,27.8,161.0,45.0,28.0
8128.0,133,48,36.1,127,56,44.1,117.0,43.0,36.8,134.0,40.0,29.9,107.0,30.0,28.0,111.0,55.0,49.5,124.0,38.0,30.6
8135.0,90,27,30.0,140,42,30.0,118.0,43.0,36.4,109.0,30.0,27.5,109.0,34.0,31.2,122.0,40.0,32.8,102.0,20.0,19.6
8136.0,283,115,40.6,208,69,33.2,258.0,121.0,46.9,333.0,142.0,42.6,260.0,78.0,30.0,238.0,86.0,36.1,251.0,87.0,34.7
8211.0,69,24,34.8,75,30,40.0,76.0,33.0,43.4,73.0,38.0,52.1,79.0,34.0,43.0,82.0,34.0,41.5,101.0,38.0,37.6
8212.0,511,248,48.5,581,312,53.7,565.0,337.0,59.6,626.0,347.0,55.4,506.0,276.0,54.5,569.0,304.0,53.4,490.0,186.0,38.0
8215.0,314,135,43.0,336,151,44.9,345.0,182.0,52.8,267.0,118.0,44.2,280.0,128.0,45.7,400.0,179.0,44.8,338.0,137.0,40.5
8216.0,198,80,40.4,213,92,43.2,216.0,98.0,45.4,228.0,98.0,43.0,249.0,92.0,36.9,235.0,77.0,32.8,261.0,73.0,28.0
8221.0,334,166,49.7,327,171,52.3,298.0,164.0,55.0,297.0,143.0,48.1,239.0,121.0,50.6,236.0,70.0,29.7,249.0,97.0,39.0
8222.0,586,295,50.3,613,347,56.6,699.0,384.0,54.9,576.0,296.0,51.4,565.0,295.0,52.2,547.0,246.0,45.0,592.0,276.0,46.6
8225.0,85,32,37.6,126,47,37.3,114.0,42.0,36.8,133.0,61.0,45.9,125.0,43.0,34.4,133.0,48.0,36.1,121.0,41.0,33.9
8226.0,390,162,41.5,467,200,42.8,472.0,235.0,49.8,439.0,182.0,41.5,414.0,158.0,38.2,410.0,147.0,35.9,410.0,142.0,34.6
8231.0,205,79,38.5,208,81,38.9,189.0,87.0,46.0,265.0,137.0,51.7,228.0,105.0,46.1,183.0,74.0,40.4,156.0,74.0,47.4
8235.0,86,40,46.5,96,45,46.9,133.0,64.0,48.1,110.0,46.0,41.8,79.0,35.0,44.3,96.0,29.0,30.2,109.0,33.0,30.3
8236.0,101,34,33.7,116,60,51.7,112.0,60.0,53.6,120.0,55.0,45.8,91.0,29.0,31.9,56.0,22.0,39.3,92.0,31.0,33.7
8237.0,86,39,45.3,77,25,32.5,94.0,34.0,36.2,126.0,55.0,43.7,88.0,27.0,30.7,103.0,30.0,29.1,84.0,26.0,31.0
8311.0,551,253,45.9,529,228,43.1,640.0,318.0,49.7,649.0,300.0,46.2,580.0,223.0,38.4,592.0,228.0,38.5,623.0,198.0,31.8
8315.0,292,115,39.4,348,155,44.5,277.0,114.0,41.2,292.0,140.0,47.9,273.0,100.0,36.6,336.0,129.0,38.4,350.0,120.0,34.3
8316.0,171,65,38.0,158,59,37.3,141.0,60.0,42.6,145.0,50.0,34.5,174.0,61.0,35.1,208.0,56.0,26.9,164.0,41.0,25.0
8317.0,462,196,42.4,489,192,39.3,455.0,219.0,48.1,512.0,224.0,43.8,470.0,180.0,38.3,520.0,211.0,40.6,460.0,170.0,37.0
8325.0,71,25,35.2,100,43,43.0,92.0,29.0,31.5,133.0,50.0,37.6,102.0,42.0,41.2,127.0,57.0,44.9,138.0,51.0,37.0
8326.0,170,77,45.3,185,89,48.1,193.0,92.0,47.7,224.0,100.0,44.6,172.0,44.0,25.6,170.0,61.0,35.9,168.0,61.0,36.3
8327.0,116,50,43.1,84,39,46.4,111.0,63.0,56.8,137.0,40.0,29.2,117.0,38.0,32.5,134.0,48.0,35.8,125.0,48.0,38.4
8335.0,299,128,42.8,340,138,40.6,324.0,129.0,39.8,383.0,175.0,45.7,268.0,100.0,37.3,282.0,86.0,30.5,302.0,104.0,34.4
8336.0,364,154,42.3,329,148,45.0,350.0,135.0,38.6,359.0,161.0,44.8,362.0,136.0,37.6,340.0,148.0,43.5,456.0,170.0,37.3
8337.0,130,67,51.5,141,69,48.9,135.0,65.0,48.1,162.0,67.0,41.4,126.0,51.0,40.5,102.0,30.0,29.4,165.0,50.0,30.3
8415.0,324,145,44.8,304,137,45.1,307.0,148.0,48.2,255.0,116.0,45.5,289.0,111.0,38.4,310.0,122.0,39.4,326.0,120.0,36.8
8416.0,160,66,41.3,210,99,47.1,201.0,71.0,35.3,218.0,103.0,47.2,191.0,78.0,40.8,254.0,104.0,40.9,213.0,76.0,35.7
8417.0,158,57,36.1,160,55,34.4,150.0,54.0,36.0,168.0,69.0,41.1,131.0,30.0,22.9,157.0,42.0,26.8,155.0,37.0,23.9
8421.0,169,85,50.3,198,101,51.0,204.0,88.0,43.1,246.0,121.0,49.2,241.0,106.0,44.0,253.0,103.0,40.7,229.0,88.0,38.4
8425.0,152,54,35.5,170,95,55.9,130.0,55.0,42.3,123.0,47.0,38.2,98.0,31.0,31.6,164.0,59.0,36.0,131.0,54.0,41.2
8426.0,145,54,37.2,163,69,42.3,139.0,59.0,42.4,160.0,44.0,27.5,177.0,49.0,27.7,160.0,54.0,33.8,190.0,49.0,25.8
8435.0,187,59,31.6,209,90,43.1,178.0,66.0,37.1,194.0,70.0,36.1,161.0,57.0,35.4,243.0,80.0,32.9,235.0,70.0,29.8
8436.0,268,95,35.4,256,92,35.9,257.0,92.0,35.8,281.0,97.0,34.5,270.0,97.0,35.9,301.0,75.0,24.9,220.0,39.0,17.7
8437.0,135,51,37.8,154,86,55.8,130.0,52.0,40.0,95.0,32.0,33.7,87.0,17.0,19.5,122.0,43.0,35.2,106.0,28.0,26.4
9161.0,330,145,43.9,349,146,41.8,329.0,144.0,43.8,351.0,127.0,36.2,351.0,119.0,33.9,364.0,102.0,28.0,317.0,92.0,29.0
9162.0,2593,1369,52.8,2866,1546,53.9,2967.0,1617.0,54.5,2827.0,1481.0,52.4,3004.0,1491.0,49.6,2964.0,1437.0,48.5,3038.0,1389.0,45.7
9163.0,160,81,50.6,194,101,52.1,179.0,86.0,48.0,166.0,60.0,36.1,214.0,87.0,40.7,200.0,58.0,29.0,213.0,61.0,28.6
9171.0,134,46,34.3,146,58,39.7,148.0,45.0,30.4,144.0,40.0,27.8,188.0,46.0,24.5,141.0,29.0,20.6,151.0,45.0,29.8
9172.0,133,73,54.9,113,53,46.9,126.0,43.0,34.1,103.0,37.0,35.9,112.0,46.0,41.1,131.0,50.0,38.2,174.0,71.0,40.8
9173.0,131,51,38.9,144,60,41.7,130.0,48.0,36.9,108.0,31.0,28.7,96.0,24.0,25.0,134.0,44.0,32.8,134.0,43.0,32.1
9174.0,123,64,52.0,164,85,51.8,164.0,80.0,48.8,155.0,70.0,45.2,174.0,64.0,36.8,172.0,58.0,33.7,138.0,53.0,38.4
9175.0,138,55,39.9,148,73,49.3,175.0,97.0,55.4,118.0,45.0,38.1,129.0,42.0,32.6,85.0,31.0,36.5,121.0,33.0,27.3
9176.0,97,47,48.5,108,47,43.5,125.0,53.0,42.4,118.0,54.0,45.8,111.0,41.0,36.9,78.0,17.0,21.8,83.0,15.0,18.1
9177.0,146,76,52.1,204,109,53.4,216.0,114.0,52.8,183.0,68.0,37.2,167.0,47.0,28.1,174.0,61.0,35.1,167.0,67.0,40.1
9178.0,176,75,42.6,233,121,51.9,241.0,113.0,46.9,205.0,85.0,41.5,193.0,67.0,34.7,210.0,59.0,28.1,194.0,62.0,32.0
9179.0,290,149,51.4,282,122,43.3,303.0,144.0,47.5,212.0,77.0,36.3,196.0,59.0,30.1,234.0,83.0,35.5,196.0,64.0,32.7
9180.0,130,45,34.6,98,45,45.9,119.0,47.0,39.5,108.0,41.0,38.0,85.0,29.0,34.1,101.0,38.0,37.6,95.0,32.0,33.7
9181.0,119,50,42.0,165,73,44.2,132.0,53.0,40.2,141.0,45.0,31.9,145.0,47.0,32.4,139.0,34.0,24.5,144.0,30.0,20.8
9182.0,108,33,30.6,130,52,40.0,127.0,49.0,38.6,85.0,29.0,34.1,82.0,23.0,28.0,99.0,35.0,35.4,97.0,15.0,15.5
9183.0,125,57,45.6,123,49,39.8,139.0,66.0,47.5,88.0,24.0,27.3,127.0,35.0,27.6,138.0,44.0,31.9,143.0,28.0,19.6
9184.0,409,190,46.5,353,159,45.0,367.0,175.0,47.7,406.0,176.0,43.3,351.0,157.0,44.7,320.0,126.0,39.4,359.0,144.0,40.1
9185.0,103,34,33.0,107,45,42.1,131.0,54.0,41.2,142.0,46.0,32.4,124.0,39.0,31.5,140.0,40.0,28.6,138.0,42.0,30.4
9186.0,138,53,38.4,139,52,37.4,174.0,67.0,38.5,134.0,44.0,32.8,158.0,51.0,32.3,193.0,54.0,28.0,171.0,43.0,25.1
9187.0,282,100,35.5,259,99,38.2,249.0,73.0,29.3,271.0,72.0,26.6,309.0,78.0,25.2,331.0,100.0,30.2,314.0,90.0,28.7
9188.0,156,64,41.0,154,63,40.9,145.0,59.0,40.7,147.0,73.0,49.7,128.0,49.0,38.3,116.0,30.0,25.9,123.0,43.0,35.0
9189.0,188,60,31.9,192,75,39.1,218.0,68.0,31.2,209.0,62.0,29.7,209.0,49.0,23.4,220.0,51.0,23.2,195.0,55.0,28.2
9190.0,164,61,37.2,190,68,35.8,158.0,52.0,32.9,166.0,66.0,39.8,123.0,33.0,26.8,177.0,64.0,36.2,146.0,24.0,16.4
9261.0,198,76,38.4,222,70,31.5,268.0,84.0,31.3,240.0,89.0,37.1,258.0,73.0,28.3,272.0,80.0,29.4,216.0,55.0,25.5
9262.0,96,33,34.4,108,36,33.3,126.0,45.0,35.7,121.0,49.0,40.5,136.0,42.0,30.9,114.0,34.0,29.8,134.0,36.0,26.9
9263.0,126,35,27.8,135,53,39.3,109.0,29.0,26.6,133.0,34.0,25.6,132.0,30.0,22.7,146.0,32.0,21.9,111.0,23.0,20.7
9271.0,155,45,29.0,181,52,28.7,198.0,59.0,29.8,176.0,49.0,27.8,201.0,56.0,27.9,213.0,38.0,17.8,227.0,34.0,15.0
9272.0,58,17,29.3,66,13,19.7,70.0,16.0,22.9,77.0,15.0,19.5,72.0,19.0,26.4,84.0,8.0,9.5,65.0,8.0,12.3
9273.0,134,46,34.3,167,66,39.5,164.0,51.0,31.1,153.0,42.0,27.5,142.0,39.0,27.5,149.0,25.0,16.8,173.0,32.0,18.5
9274.0,132,38,28.8,144,48,33.3,161.0,62.0,38.5,160.0,46.0,28.8,173.0,47.0,27.2,194.0,47.0,24.2,168.0,47.0,28.0
9275.0,153,42,27.5,147,42,28.6,172.0,41.0,23.8,157.0,47.0,29.9,154.0,35.0,22.7,170.0,32.0,18.8,203.0,39.0,19.2
9276.0,72,15,20.8,88,23,26.1,83.0,17.0,20.5,65.0,16.0,24.6,70.0,10.0,14.3,97.0,24.0,24.7,76.0,6.0,7.9
9277.0,123,38,30.9,122,28,23.0,132.0,29.0,22.0,126.0,46.0,36.5,117.0,35.0,29.9,149.0,25.0,16.8,105.0,21.0,20.0
9278.0,73,36,49.3,63,28,44.4,79.0,24.0,30.4,94.0,20.0,21.3,78.0,31.0,39.7,98.0,22.0,22.4,98.0,18.0,18.4
9279.0,83,41,49.4,110,45,40.9,90.0,24.0,26.7,95.0,31.0,32.6,73.0,23.0,31.5,82.0,14.0,17.1,65.0,18.0,27.7
9361.0,79,21,26.6,123,28,22.8,109.0,35.0,32.1,105.0,34.0,32.4,97.0,35.0,36.1,84.0,23.0,27.4,86.0,14.0,16.3
9362.0,329,150,45.6,356,140,39.3,349.0,133.0,38.1,362.0,134.0,37.0,389.0,112.0,28.8,419.0,90.0,21.5,368.0,108.0,29.3
9363.0,117,34,29.1,135,53,39.3,132.0,30.0,22.7,109.0,28.0,25.7,141.0,36.0,25.5,143.0,27.0,18.9,127.0,20.0,15.7
9371.0,90,21,23.3,104,42,40.4,91.0,21.0,23.1,88.0,17.0,19.3,106.0,22.0,20.8,73.0,15.0,20.5,113.0,24.0,21.2
9372.0,108,25,23.1,126,38,30.2,112.0,18.0,16.1,112.0,36.0,32.1,119.0,22.0,18.5,151.0,30.0,19.9,136.0,24.0,17.6
9373.0,136,48,35.3,101,41,40.6,98.0,26.0,26.5,131.0,34.0,26.0,120.0,33.0,27.5,102.0,27.0,26.5,100.0,23.0,23.0
9374.0,79,21,26.6,99,44,44.4,117.0,42.0,35.9,74.0,37.0,50.0,80.0,23.0,28.8,86.0,32.0,37.2,65.0,27.0,41.5
9375.0,144,43,29.9,132,36,27.3,168.0,47.0,28.0,138.0,40.0,29.0,181.0,43.0,23.8,166.0,39.0,23.5,159.0,34.0,21.4
9376.0,198,70,35.4,174,48,27.6,152.0,50.0,32.9,159.0,47.0,29.6,168.0,47.0,28.0,177.0,33.0,18.6,169.0,35.0,20.7
9377.0,56,18,32.1,70,26,37.1,71.0,32.0,45.1,57.0,15.0,26.3,74.0,23.0,31.1,96.0,29.0,30.2,72.0,15.0,20.8
9461.0,272,133,48.9,294,152,51.7,230.0,81.0,35.2,193.0,46.0,23.8,232.0,51.0,22.0,237.0,56.0,23.6,222.0,42.0,18.9
9462.0,160,46,28.8,145,45,31.0,181.0,52.0,28.7,155.0,55.0,35.5,178.0,43.0,24.2,173.0,38.0,22.0,195.0,60.0,30.8
9463.0,136,36,26.5,121,41,33.9,140.0,27.0,19.3,137.0,28.0,20.4,166.0,39.0,23.5,183.0,26.0,14.2,132.0,31.0,23.5
9464.0,147,47,32.0,142,55,38.7,141.0,43.0,30.5,163.0,65.0,39.9,173.0,43.0,24.9,178.0,53.0,29.8,169.0,39.0,23.1
9471.0,165,44,26.7,180,59,32.8,147.0,41.0,27.9,134.0,38.0,28.4,134.0,31.0,23.1,126.0,16.0,12.7,168.0,37.0,22.0
9472.0,77,28,36.4,82,28,34.1,113.0,44.0,38.9,109.0,42.0,38.5,80.0,12.0,15.0,101.0,22.0,21.8,155.0,22.0,14.2
9473.0,128,31,24.2,118,26,22.0,107.0,24.0,22.4,94.0,10.0,10.6,128.0,24.0,18.8,125.0,22.0,17.6,104.0,18.0,17.3
9474.0,129,40,31.0,142,39,27.5,153.0,45.0,29.4,122.0,34.0,27.9,147.0,43.0,29.3,174.0,45.0,25.9,240.0,83.0,34.6
9475.0,99,24,24.2,99,29,29.3,117.0,28.0,23.9,95.0,16.0,16.8,134.0,29.0,21.6,136.0,32.0,23.5,170.0,41.0,24.1
9476.0,103,33,32.0,115,30,26.1,78.0,12.0,15.4,95.0,20.0,21.1,80.0,16.0,20.0,113.0,27.0,23.9,88.0,26.0,29.5
9477.0,87,23,26.4,95,13,13.7,115.0,29.0,25.2,84.0,20.0,23.8,119.0,21.0,17.6,149.0,28.0,18.8,113.0,20.0,17.7
9478.0,97,19,19.6,88,28,31.8,152.0,34.0,22.4,110.0,21.0,19.1,159.0,42.0,26.4,143.0,26.0,18.2,108.0,19.0,17.6
9479.0,76,29,38.2,102,35,34.3,93.0,30.0,32.3,122.0,29.0,23.8,151.0,48.0,31.8,85.0,18.0,21.2,123.0,25.0,20.3
9561.0,114,54,47.4,151,46,30.5,124.0,40.0,32.3,143.0,36.0,25.2,127.0,35.0,27.6,110.0,28.0,25.5,104.0,22.0,21.2
9562.0,175,73,41.7,179,66,36.9,187.0,70.0,37.4,205.0,82.0,40.0,198.0,73.0,36.9,235.0,84.0,35.7,235.0,63.0,26.8
9563.0,159,66,41.5,191,89,46.6,198.0,95.0,48.0,200.0,83.0,41.5,210.0,71.0,33.8,227.0,80.0,35.2,228.0,84.0,36.8
9564.0,1340,576,43.0,1340,596,44.5,1383.0,627.0,45.3,1350.0,591.0,43.8,1516.0,642.0,42.3,1425.0,589.0,41.3,1524.0,615.0,40.4
9565.0,49,15,30.6,57,20,35.1,45.0,17.0,37.8,69.0,30.0,43.5,64.0,13.0,20.3,58.0,17.0,29.3,58.0,13.0,22.4
9571.0,172,69,40.1,207,84,40.6,209.0,81.0,38.8,179.0,54.0,30.2,192.0,48.0,25.0,204.0,66.0,32.4,214.0,64.0,29.9
9572.0,96,28,29.2,98,26,26.5,148.0,56.0,37.8,112.0,48.0,42.9,129.0,38.0,29.5,95.0,27.0,28.4,101.0,23.0,22.8
9573.0,89,27,30.3,96,33,34.4,80.0,25.0,31.3,79.0,33.0,41.8,105.0,44.0,41.9,87.0,28.0,32.2,89.0,21.0,23.6
9574.0,174,49,28.2,169,55,32.5,235.0,93.0,39.6,183.0,69.0,37.7,203.0,59.0,29.1,238.0,55.0,23.1,209.0,43.0,20.6
9575.0,123,35,28.5,127,30,23.6,111.0,31.0,27.9,103.0,26.0,25.2,107.0,32.0,29.9,120.0,48.0,40.0,111.0,38.0,34.2
9576.0,106,37,34.9,101,41,40.6,104.0,43.0,41.3,96.0,34.0,35.4,113.0,27.0,23.9,143.0,44.0,30.8,109.0,31.0,28.4
9577.0,122,44,36.1,138,38,27.5,130.0,36.0,27.7,116.0,38.0,32.8,92.0,24.0,26.1,125.0,28.0,22.4,147.0,28.0,19.0
9661.0,168,68,40.5,177,63,35.6,176.0,62.0,35.2,211.0,84.0,39.8,184.0,53.0,28.8,200.0,75.0,37.5,244.0,108.0,44.3
9662.0,157,64,40.8,172,90,52.3,198.0,76.0,38.4,164.0,47.0,28.7,171.0,31.0,18.1,183.0,50.0,27.3,235.0,54.0,23.0
9663.0,292,98,33.6,277,102,36.8,324.0,125.0,38.6,296.0,107.0,36.1,280.0,105.0,37.5,265.0,90.0,34.0,237.0,79.0,33.3
9671.0,157,49,31.2,197,80,40.6,146.0,49.0,33.6,198.0,76.0,38.4,156.0,53.0,34.0,177.0,67.0,37.9,174.0,43.0,24.7
9672.0,126,29,23.0,159,28,17.6,170.0,30.0,17.6,119.0,23.0,19.3,133.0,29.0,21.8,157.0,28.0,17.8,135.0,23.0,17.0
9673.0,121,23,19.0,92,21,22.8,100.0,21.0,21.0,121.0,23.0,19.0,101.0,12.0,11.9,110.0,16.0,14.5,125.0,13.0,10.4
9674.0,89,13,14.6,112,17,15.2,111.0,18.0,16.2,111.0,12.0,10.8,94.0,13.0,13.8,115.0,15.0,13.0,102.0,30.0,29.4
9675.0,101,39,38.6,111,45,40.5,88.0,34.0,38.6,96.0,46.0,47.9,76.0,14.0,18.4,80.0,16.0,20.0,79.0,10.0,12.7
9676.0,149,39,26.2,147,47,32.0,153.0,43.0,28.1,170.0,59.0,34.7,165.0,68.0,41.2,191.0,44.0,23.0,173.0,47.0,27.2
9677.0,132,44,33.3,130,29,22.3,122.0,49.0,40.2,151.0,36.0,23.8,153.0,38.0,24.8,109.0,33.0,30.3,135.0,38.0,28.1
9678.0,85,18,21.2,85,21,24.7,117.0,25.0,21.4,103.0,24.0,23.3,99.0,25.0,25.3,114.0,16.0,14.0,125.0,23.0,18.4
9679.0,123,32,26.0,119,44,37.0,103.0,36.0,35.0,92.0,29.0,31.5,119.0,44.0,37.0,117.0,33.0,28.2,147.0,39.0,26.5
9761.0,720,306,42.5,750,298,39.7,825.0,316.0,38.3,783.0,322.0,41.1,769.0,235.0,30.6,833.0,259.0,31.1,813.0,272.0,33.5
9762.0,99,26,26.3,115,33,28.7,104.0,30.0,28.8,118.0,28.0,23.7,110.0,23.0,20.9,92.0,23.0,25.0,105.0,12.0,11.4
9763.0,161,66,41.0,166,61,36.7,169.0,45.0,26.6,175.0,49.0,28.0,160.0,51.0,31.9,174.0,39.0,22.4,169.0,40.0,23.7
9764.0,73,24,32.9,97,26,26.8,119.0,32.0,26.9,86.0,25.0,29.1,90.0,27.0,30.0,96.0,17.0,17.7,102.0,20.0,19.6
9771.0,122,36,29.5,105,44,41.9,144.0,43.0,29.9,133.0,39.0,29.3,117.0,32.0,27.4,119.0,33.0,27.7,109.0,24.0,22.0
9772.0,246,83,33.7,224,79,35.3,287.0,115.0,40.1,251.0,93.0,37.1,282.0,93.0,33.0,266.0,80.0,30.1,230.0,48.0,20.9
9773.0,108,38,35.2,119,22,18.5,103.0,38.0,36.9,123.0,34.0,27.6,101.0,23.0,22.8,93.0,22.0,23.7,117.0,13.0,11.1
9774.0,185,72,38.9,186,76,40.9,183.0,84.0,45.9,151.0,38.0,25.2,174.0,45.0,25.9,163.0,52.0,31.9,151.0,34.0,22.5
9775.0,318,130,40.9,329,132,40.1,322.0,120.0,37.3,292.0,118.0,40.4,310.0,99.0,31.9,266.0,91.0,34.2,272.0,82.0,30.1
9776.0,110,46,41.8,117,57,48.7,116.0,59.0,50.9,84.0,32.0,38.1,85.0,23.0,27.1,104.0,43.0,41.3,112.0,38.0,33.9
9777.0,132,41,31.1,167,52,31.1,139.0,48.0,34.5,123.0,32.0,26.0,126.0,36.0,28.6,134.0,27.0,20.1,161.0,42.0,26.1
9778.0,134,35,26.1,139,56,40.3,137.0,46.0,33.6,136.0,32.0,23.5,113.0,36.0,31.9,136.0,26.0,19.1,114.0,19.0,16.7
9779.0,139,60,43.2,164,80,48.8,162.0,66.0,40.7,114.0,40.0,35.1,165.0,51.0,30.9,154.0,34.0,22.1,121.0,36.0,29.8
9780.0,169,42,24.9,189,66,34.9,161.0,50.0,31.1,179.0,52.0,29.1,182.0,41.0,22.5,180.0,36.0,20.0,201.0,37.0,18.4
10041.0,854,318,37.2,944,366,38.8,942.0,382.0,40.6,892.0,314.0,35.2,837.0,302.0,36.1,819.0,290.0,35.4,909.0,245.0,27.0
10042.0,129,42,32.6,144,45,31.3,135.0,42.0,31.1,150.0,42.0,28.0,144.0,46.0,31.9,146.0,57.0,39.0,104.0,18.0,17.3
10043.0,205,60,29.3,235,56,23.8,208.0,61.0,29.3,179.0,42.0,23.5,180.0,46.0,25.6,239.0,66.0,27.6,263.0,62.0,23.6
10044.0,356,137,38.5,341,115,33.7,380.0,140.0,36.8,331.0,93.0,28.1,343.0,117.0,34.1,374.0,164.0,43.9,396.0,113.0,28.5
10045.0,222,58,26.1,238,67,28.2,230.0,69.0,30.0,188.0,59.0,31.4,227.0,76.0,33.5,228.0,84.0,36.8,225.0,74.0,32.9
10046.0,80,21,26.3,93,23,24.7,72.0,17.0,23.6,74.0,20.0,27.0,83.0,19.0,22.9,82.0,19.0,23.2,60.0,13.0,21.7
11000.0,10122,4876,48.2,10350,5052,48.8,10944.0,5612.0,51.3,10496.0,4832.0,46.0,10727.0,4567.0,42.6,10702.0,4403.0,41.1,10535.0,4197.0,39.8
12051.0,86,21,24.4,110,41,37.3,121.0,31.0,25.6,95.0,16.0,16.8,80.0,7.0,8.8,104.0,16.0,15.4,79.0,18.0,22.8
12052.0,194,48,24.7,177,37,20.9,208.0,42.0,20.2,194.0,47.0,24.2,213.0,42.0,19.7,175.0,37.0,21.1,190.0,29.0,15.3
12053.0,87,38,43.7,96,48,50.0,92.0,42.0,45.7,108.0,55.0,50.9,109.0,53.0,48.6,111.0,41.0,36.9,143.0,40.0,28.0
12054.0,291,89,30.6,264,89,33.7,270.0,101.0,37.4,220.0,79.0,35.9,261.0,105.0,40.2,268.0,69.0,25.7,288.0,95.0,33.0
12060.0,228,48,21.1,264,88,33.3,270.0,88.0,32.6,249.0,70.0,28.1,282.0,86.0,30.5,303.0,59.0,19.5,319.0,69.0,21.6
12061.0,260,112,43.1,241,102,42.3,188.0,73.0,38.8,267.0,71.0,26.6,257.0,88.0,34.2,207.0,58.0,28.0,203.0,59.0,29.1
12062.0,109,32,29.4,104,11,10.6,120.0,22.0,18.3,126.0,14.0,11.1,141.0,21.0,14.9,140.0,10.0,7.1,162.0,16.0,9.9
12063.0,208,43,20.7,215,70,32.6,249.0,80.0,32.1,196.0,36.0,18.4,204.0,39.0,19.1,220.0,21.0,9.5,208.0,32.0,15.4
12064.0,276,80,29.0,280,97,34.6,286.0,74.0,25.9,275.0,70.0,25.5,315.0,90.0,28.6,239.0,46.0,19.2,271.0,49.0,18.1
12065.0,304,81,26.6,288,85,29.5,269.0,85.0,31.6,246.0,72.0,29.3,368.0,90.0,24.5,324.0,51.0,15.7,310.0,44.0,14.2
